id,question,dog,answer,notes,time,user
1106380,95,9621,1,,1482270929,7042
1106381,96,9621,3,,1482270931,7042
1106382,97,9621,3,,1482270934,7042
1106383,98,9621,2,,1482270938,7042
1106384,99,9621,2,,1482270940,7042
1106385,100,9621,1,,1482270946,7042
1106386,101,9616,3,,1482270954,7042
1106387,102,9616,1,,1482270956,7042
1106388,103,9616,3,,1482270958,7042
1106389,104,9616,2,,1482270963,7042
1106390,105,9616,3,,1482270965,7042
1106391,106,9616,3,,1482270967,7042
1106392,107,9616,1,,1482270970,7042
1106393,108,9616,1,,1482270972,7042
1106394,109,9616,2,,1482270977,7042
1106395,110,9616,1,,1482270981,7042
1106396,101,9621,3,,1482270989,7042
1106397,102,9621,1,,1482270991,7042
1106398,103,9621,3,,1482270992,7042
1106399,104,9621,3,,1482270994,7042
1106400,105,9621,1,,1482270997,7042
1106401,106,9621,1,,1482270998,7042
1106402,107,9621,0,,1482271001,7042
1106403,108,9621,2,,1482271004,7042
1106404,109,9621,3,,1482271006,7042
1106405,110,9621,1,,1482271009,7042
1147277,165,6548,0,,1484317476,4627
1147278,166,6548,1,,1484317482,4627
1147279,167,6548,3,,1484317487,4627
1147280,168,6548,2,,1484317493,4627
1147281,169,6548,1,,1484317497,4627
1147282,170,6548,3,,1484317508,4627
1147283,171,6548,3,,1484317513,4627
1147284,172,6548,3,,1484317535,4627
1147285,173,6548,1,,1484317541,4627
1147286,174,6548,3,,1484317545,4627
1147287,175,6548,3,,1484317560,4627
1297948,176,2131,"Home made: canned fish, raw eggs, brown rice, mixed cooked veggies, beef, pork, pork liver.Kibble: Wellness Core.",,1494863482,1543
1297953,177,2131,0,,1494863486,1543
1297957,178,2131,0,,1494863489,1543
1297962,179,2131,0,,1494863493,1543
1297967,180,2131,2,,1494863500,1543
1297969,181,2131,4,,1494863508,1543
1297973,182,2131,0,,1494863511,1543
1297976,183,2131,None,,1494863518,1543
1297978,184,2131,0,,1494863521,1543
1297980,185,2131,0,,1494863524,1543
1348252,176,9616,"Natural Balance Beef & Rice Roll, PURINA ONE® SMARTBLEND® SMALL BITES BEEF & RICE FORMULA ADULT PREMIUM DOG FOOD, and table scraps. Mostly beef-based diet.",,1496783544,7042
1348253,177,9616,0,,1496783548,7042
1348254,178,9616,2,,1496783554,7042
1348255,179,9616,0,,1496783558,7042
1348256,180,9616,1,,1496783561,7042
1348257,181,9616,3,,1496783566,7042
1348258,182,9616,0,,1496783569,7042
1348259,183,9616,Turkey (vomit and wet stool)Chicken (wet stool),,1496783588,7042
1348260,184,9616,0,,1496783591,7042
1348261,185,9616,0,,1496783594,7042
1348262,176,9621,"Natural Balance Beef & Rice Roll, PURINA ONE® SMARTBLEND® SMALL BITES BEEF & RICE FORMULA ADULT PREMIUM DOG FOOD, and table scraps. Mostly beef-based diet.",,1496783604,7042
1348263,177,9621,0,,1496783606,7042
1348264,178,9621,0,,1496783612,7042
1348265,179,9621,0,,1496783614,7042
1348266,180,9621,1,,1496783617,7042
1348267,181,9621,3,,1496783620,7042
1348268,182,9621,0,,1496783623,7042
1348269,183,9621,Turkey (wet stool)Chicken (wet stool),,1496783642,7042
1348270,184,9621,0,,1496783645,7042
1348271,185,9621,0,,1496783647,7042
1348272,196,9616,0,,1496783666,7042
1348273,197,9616,2,,1496783671,7042
1348274,198,9616,0,,1496783675,7042
1348275,199,9616,4,,1496783679,7042
1348276,200,9616,0,,1496783686,7042
1348277,201,9616,3,,1496783691,7042
1348278,202,9616,1,,1496783694,7042
1348279,203,9616,3,,1496783700,7042
1348280,204,9616,1,,1496783704,7042
1348281,205,9616,0,,1496783709,7042
1348282,196,9621,4,,1496783719,7042
1348283,197,9621,2,,1496783725,7042
1348284,197,9621,3,,1496783728,7042
1348285,198,9621,3,,1496783732,7042
1348286,199,9621,0,,1496783734,7042
1348287,200,9621,2,,1496783739,7042
1348288,201,9621,0,,1496783744,7042
1348289,202,9621,3,,1496783748,7042
1348290,203,9621,3,,1496783750,7042
1348291,204,9621,1,,1496783753,7042
1348292,205,9621,0,,1496783755,7042
1348293,186,9616,0,,1496783766,7042
1348294,187,9616,,,1496783784,7042
1348295,188,9616,3,,1496783790,7042
1348296,189,9616,"Rosie, Papillon dog, 2008Mixie, Tabby cat, 1999-2014Tricksie, Tabby cat, 1999-2014",,1496783884,7042
1348297,190,9616,0,,1496783889,7042
1348298,191,9616,0,,1496783892,7042
1348299,192,9616,1,,1496783895,7042
1348300,193,9616,0,,1496783897,7042
1348301,194,9616,2,,1496783902,7042
1348302,195,9616,3,,1496783906,7042
1348303,186,9621,0,,1496783916,7042
1348304,187,9621,,,1496783920,7042
1348305,188,9621,3,,1496783922,7042
1348306,189,9621,"Tod, Papillon dog, 2007Mixie, Tabby cat, 1999-2014Tricksie, Tabby cat, 1999-2014",,1496783937,7042
1348307,190,9621,0,,1496783940,7042
1348308,191,9621,0,,1496783942,7042
1348309,192,9621,1,,1496783944,7042
1348310,193,9621,0,,1496783947,7042
1348311,194,9621,3,,1496783949,7042
1348312,195,9621,0,,1496783952,7042
1348313,165,9616,4,,1496783966,7042
1348314,166,9616,3,,1496783970,7042
1348315,167,9616,1,,1496783973,7042
1348316,168,9616,2,,1496783978,7042
1348317,169,9616,3,,1496783980,7042
1348318,170,9616,1,,1496783982,7042
1348319,171,9616,1,,1496783984,7042
1348320,172,9616,4,,1496783990,7042
1348321,173,9616,1,,1496783993,7042
1348322,174,9616,3,,1496783997,7042
1348323,175,9616,3,,1496784000,7042
1348324,165,9621,0,,1496784011,7042
1348325,166,9621,0,,1496784014,7042
1348326,167,9621,4,,1496784016,7042
1348327,168,9621,1,,1496784018,7042
1348328,169,9621,1,,1496784020,7042
1348329,170,9621,3,,1496784023,7042
1348330,171,9621,3,,1496784025,7042
1348331,172,9621,1,,1496784028,7042
1348332,173,9621,1,,1496784032,7042
1348333,174,9621,1,,1496784036,7042
1348334,175,9621,3,,1496784038,7042
1442401,176,6548,Purina One Brand. Table scraps most nights.,,1501272564,4627
1442402,177,6548,0,,1501272570,4627
1442403,178,6548,0,,1501272574,4627
1442404,179,6548,0,,1501272579,4627
1442405,180,6548,2,,1501272587,4627
1442406,181,6548,3,,1501272598,4627
1442407,182,6548,0,Emma eats grass and throws it up... likely just cannot digests rather than allergies.,1501272640,4627
1442408,183,6548,"None that we have found. All scraps we give to her, we know she has had no problems with in the past.",,1501272687,4627
1442409,184,6548,0,,1501272692,4627
1442410,185,6548,1,,1501272697,4627
1442411,196,6548,4,,1501272718,4627
1442412,197,6548,2,,1501272726,4627
1442413,198,6548,4,,1501272729,4627
1442414,199,6548,0,,1501272733,4627
1442415,200,6548,1,,1501272739,4627
1442416,201,6548,0,,1501272743,4627
1442417,202,6548,4,,1501272748,4627
1442418,203,6548,4,,1501272754,4627
1442419,204,6548,0,,1501272761,4627
1442420,205,6548,0,,1501272767,4627
1442421,186,6548,0,,1501272783,4627
1442422,187,6548,Fish and shellfish.,,1501272800,4627
1442423,188,6548,3,,1501272810,4627
1442424,189,6548,None,,1501272818,4627
1442425,190,6548,1,Emma has caught a mouse before in the kitchen,1501272852,4627
1442426,191,6548,0,,1501272856,4627
1442427,192,6548,1,,1501272861,4627
1442428,193,6548,1,,1501272865,4627
1442429,194,6548,2,,1501272873,4627
1442430,195,6548,4,,1501272876,4627
1505696,206,9616,4,,1504104235,7042
1505697,207,9616,2,,1504104239,7042
1505698,208,9616,4,,1504104242,7042
1505699,209,9616,2,,1504104246,7042
1505700,210,9616,4,,1504104249,7042
1505701,211,9616,3,,1504104254,7042
1505702,212,9616,3,,1504104257,7042
1505703,213,9616,1,,1504104263,7042
1505704,214,9616,4,,1504104266,7042
1505705,215,9616,4,,1504104270,7042
1505706,215,9616,3,,1504104276,7042
1505707,216,9616,3,,1504104279,7042
1505708,206,9621,4,,1504104291,7042
1505709,207,9621,3,,1504104293,7042
1505710,207,9621,2,,1504104297,7042
1505711,208,9621,4,,1504104300,7042
1505712,209,9621,0,,1504104304,7042
1505713,210,9621,4,,1504104307,7042
1505714,211,9621,2,,1504104310,7042
1505715,212,9621,1,,1504104317,7042
1505716,213,9621,2,,1504104320,7042
1505717,214,9621,0,,1504104323,7042
1505718,215,9621,4,,1504104325,7042
1505719,216,9621,3,,1504104329,7042
1505720,217,9616,2,,1504104344,7042
1505721,218,9616,0,,1504104346,7042
1505722,219,9616,3,,1504104350,7042
1505723,220,9616,1,,1504104356,7042
1505724,221,9616,3,,1504104360,7042
1505725,222,9616,0,,1504104366,7042
1505726,223,9616,3,,1504104368,7042
1505727,223,9616,3,Tod is often underweight,1504104378,7042
1505728,224,9616,1,,1504104382,7042
1505729,225,9616,0,,1504104388,7042
1505730,226,9616,2,,1504104393,7042
1505731,227,9616,0,,1504104395,7042
1505732,228,9616,0,,1504104398,7042
1505733,217,9621,1,,1504104414,7042
1505734,218,9621,2,,1504104416,7042
1505735,219,9621,3,,1504104419,7042
1505736,220,9621,2,,1504104422,7042
1505737,221,9621,2,,1504104427,7042
1505738,222,9621,1,,1504104434,7042
1505739,223,9621,2,,1504104436,7042
1505740,224,9621,1,,1504104439,7042
1505741,225,9621,2,,1504104444,7042
1505742,226,9621,2,,1504104447,7042
1505743,227,9621,0,,1504104450,7042
1505744,228,9621,2,,1504104454,7042
1505745,229,9616,0,,1504104467,7042
1505746,230,9616,3,,1504104469,7042
1505747,231,9616,2,,1504104473,7042
1505748,232,9616,0,,1504104475,7042
1505749,233,9616,2,,1504104480,7042
1505750,234,9616,3,,1504104483,7042
1505751,235,9616,0,,1504104486,7042
1505752,236,9616,0,,1504104489,7042
1505753,237,9616,1,,1504104492,7042
1505754,238,9616,0,,1504104497,7042
1505755,239,9616,0,,1504104500,7042
1505756,240,9616,1,,1504104505,7042
1505757,240,9616,1,,1504104507,7042
1505758,229,9621,2,,1504104516,7042
1505759,229,9621,3,,1504104519,7042
1505760,230,9621,3,,1504104520,7042
1505761,231,9621,1,,1504104524,7042
1505762,232,9621,2,,1504104526,7042
1505763,233,9621,0,,1504104531,7042
1505764,234,9621,3,,1504104535,7042
1505765,235,9621,0,,1504104537,7042
1505766,236,9621,1,,1504104540,7042
1505767,237,9621,0,,1504104543,7042
1505768,238,9621,0,,1504104547,7042
1505769,239,9621,1,,1504104551,7042
1505770,240,9621,3,,1504104555,7042
1578920,176,12129,Home made   Wellness core   table scraps,,1508355417,1543
1578921,177,12129,0,,1508355421,1543
1578922,178,12129,0,,1508355424,1543
1578924,179,12129,0,,1508355429,1543
1578925,180,12129,1,,1508355441,1543
1578926,181,12129,1,,1508355447,1543
1578927,182,12129,0,,1508355452,1543
1578928,183,12129,None,,1508355459,1543
1578929,184,12129,1,,1508355467,1543
1578930,185,12129,2,,1508355475,1543
1595237,206,6548,4,,1508780917,4627
1595238,207,6548,2,,1508780924,4627
1595239,208,6548,3,,1508780930,4627
1595240,209,6548,0,,1508780935,4627
1595241,210,6548,4,,1508780939,4627
1595242,211,6548,0,,1508780943,4627
1595243,212,6548,1,,1508780950,4627
1595244,213,6548,4,,1508780954,4627
1595245,214,6548,0,,1508780959,4627
1595246,215,6548,4,,1508780963,4627
1595247,216,6548,3,,1508780968,4627
1595248,217,6548,2,,1508780978,4627
1595249,218,6548,1,,1508780983,4627
1595250,219,6548,1,,1508780991,4627
1595251,220,6548,0,,1508780998,4627
1595252,221,6548,0,,1508781006,4627
1595253,222,6548,3,,1508781010,4627
1595254,223,6548,1,,1508781014,4627
1595255,224,6548,2,,1508781018,4627
1595256,225,6548,1,,1508781024,4627
1595257,226,6548,2,,1508781027,4627
1595258,227,6548,4,,1508781031,4627
1595259,228,6548,4,,1508781033,4627
1595260,229,6548,2,,1508781048,4627
1595261,230,6548,1,,1508781054,4627
1595262,231,6548,0,,1508781058,4627
1595263,232,6548,3,,1508781065,4627
1595264,233,6548,0,,1508781068,4627
1595265,234,6548,2,,1508781074,4627
1595266,235,6548,0,,1508781080,4627
1595267,236,6548,0,,1508781086,4627
1595268,237,6548,0,,1508781090,4627
1595269,238,6548,1,,1508781096,4627
1595270,239,6548,1,,1508781105,4627
1595271,240,6548,4,,1508781108,4627
1639220,176,2,,,1513355251,7
1639221,186,2,2,,1513355285,7
1665513,176,2130,Wellness core   home made   raw,,1515526214,1543
1665515,177,2130,1,,1515526224,1543
1665516,178,2130,1,,1515526228,1543
1665517,179,2130,0,,1515526233,1543
1665518,180,2130,1,,1515526236,1543
1665520,181,2130,1,,1515526242,1543
1665521,182,2130,0,,1515526246,1543
1665523,183,2130,beef,,1515526251,1543
1665524,184,2130,0,,1515526255,1543
1665526,185,2130,3,,1515526263,1543
1665532,196,2131,1,,1515526290,1543
1665571,197,2131,1,,1515526731,1543
1665572,198,2131,2,,1515526740,1543
1665573,199,2131,3,,1515526744,1543
1665574,200,2131,1,,1515526749,1543
1665575,201,2131,1,,1515526756,1543
1665576,202,2131,3,,1515526762,1543
1665577,203,2131,1,,1515526766,1543
1665578,204,2131,2,,1515526774,1543
1665579,205,2131,0,,1515526781,1543
1676661,176,1,,NA,1516657111,6
1676662,177,1,2,NA,1516657986,6
1676663,178,1,2,NA,1516658166,6
1676664,179,1,2,NA,1516658193,6
1676665,180,1,1,,1516658341,6
1676666,181,1,2,,1516658368,6
1676667,182,1,2,,1516658372,6
1676668,183,1,,,1516658374,6
1676669,184,1,0,,1516658377,6
1676670,185,1,0,,1516658666,6
1676671,196,1,4,,1516658749,6
1676672,197,1,2,,1516658753,6
1676673,198,1,2,,1516658759,6
1676674,111,1,2|0|0|0|0|0|0,,1516658991,6
1676675,112,1,0|-1|0|0,,1516659027,6
1676676,113,1,0,,1516659031,6
1676677,114,1,,,1516659033,6
1676678,115,1,,,1516659035,6
1676679,116,1,2018,,1516659098,6
1676680,117,1,0,,1516659103,6
1676681,118,1,,,1516659105,6
1676682,119,1,,,1516659107,6
1676683,120,1,4,,1516659110,6
1676684,186,1,0,,1516659134,6
1676685,121,1,2,,1516659373,6
1676686,122,1,3,,1516659377,6
1676687,123,1,0,,1516659393,6
1676688,124,1,0,,1516659397,6
1676689,125,1,2,,1516659399,6
1676690,126,1,2,,1516659404,6
1676691,127,1,1,,1516659405,6
1676692,128,1,1,,1516659408,6
1676693,199,1,2,,1516659445,6
1676694,200,1,4,,1516659447,6
1676695,201,1,3,,1516659449,6
1676696,202,1,4,,1516659451,6
1676697,203,1,3,,1516659453,6
1676698,204,1,4,,1516659454,6
1676699,205,1,1,,1516659458,6
1676700,187,1,,,1516659754,6
1676701,188,1,2,,1516659758,6
1676702,189,1,,,1516659760,6
1676703,190,1,0,,1516659762,6
1676704,191,1,1,,1516659765,6
1676705,192,1,1,,1516659770,6
1676706,193,1,1,,1516659775,6
1676707,194,1,1,,1516659778,6
1676708,195,1,4,,1516659779,6
1677377,1,1,4,,1516734965,6
1677378,2,1,4,,1516734967,6
1677379,3,1,4,,1516734968,6
1677380,4,1,4,,1516734969,6
1677381,5,1,4,,1516734971,6
1677382,6,1,4,,1516734973,6
1677383,7,1,4,,1516734976,6
1677384,8,1,4,,1516734977,6
1677385,9,1,4,,1516734979,6
1677386,10,1,4,,1516734980,6
1677650,11,1,3,,1516743529,6
1677651,11,1,3,,1516743538,6
1685957,12,1,3,,1517952099,6
1685958,13,1,4,,1517952100,6
1685959,14,1,4,,1517952101,6
1685960,15,1,4,,1517952103,6
1685961,16,1,4,,1517952105,6
1685962,17,1,4,,1517952106,6
1685963,18,1,4,,1517952108,6
1685964,19,1,4,,1517952109,6
1685965,20,1,4,,1517952111,6
1685996,21,1,3,,1517965274,6
1685997,22,1,2,,1517965276,6
1910696,196,12129,1,,1520369845,1543
1910698,197,12129,2,,1520369852,1543
1910700,198,12129,2,,1520369857,1543
1910701,199,12129,4,,1520369862,1543
1910702,200,12129,1,,1520369866,1543
1910703,201,12129,1,,1520369870,1543
1910705,202,12129,3,,1520369876,1543
1910706,203,12129,2,,1520369881,1543
1910707,204,12129,3,,1520369904,1543
1910708,205,12129,0,,1520369910,1543
1910746,196,2130,3,,1520374170,1543
1910748,197,2130,2,,1520374177,1543
1910749,198,2130,3,,1520374180,1543
1910750,199,2130,3,,1520374183,1543
1910752,200,2130,3,,1520374186,1543
1910753,201,2130,1,,1520374191,1543
1910754,202,2130,3,,1520374195,1543
1910755,203,2130,3,,1520374198,1543
1910757,204,2130,3,,1520374205,1543
1910758,205,2130,0,,1520374208,1543
1963634,121,12129,2,,1521569718,1543
1963635,122,12129,0|4|5,,1521569730,1543
1963636,123,12129,4,,1521569739,1543
1963637,124,12129,0,,1521569743,1543
1963638,125,12129,1,,1521569781,1543
1963639,126,12129,0,,1521569781,1543
1963640,127,12129,1,,1521569791,1543
1963641,128,12129,0,,1521569795,1543
2006428,176,9881,Merrick,,1523631996,7124
2006430,177,9881,0,,1523632001,7124
2006431,178,9881,0,,1523632004,7124
2006432,179,9881,0,,1523632007,7124
2006433,180,9881,1,,1523632010,7124
2006436,181,9881,1,,1523632016,7124
2006439,182,9881,1,,1523632021,7124
2006442,183,9881,,,1523632026,7124
2006444,184,9881,0,,1523632032,7124
2006448,185,9881,1,,1523632038,7124
2006450,196,9881,1,,1523632051,7124
2006454,197,9881,3,,1523632059,7124
2006457,198,9881,2,,1523632064,7124
2006460,199,9881,3,,1523632070,7124
2006463,200,9881,0,,1523632077,7124
2006464,201,9881,3,,1523632083,7124
2006465,202,9881,2,,1523632091,7124
2006466,203,9881,2,,1523632096,7124
2006467,204,9881,2,,1523632102,7124
2006468,205,9881,0,,1523632107,7124
2006482,111,9881,0|16|1|0|0|0|8,,1523632208,7124
2006490,112,9881,12|8|20|32,,1523632296,7124
2006491,113,9881,0,,1523632301,7124
2006492,114,9881,37,,1523632306,7124
2006494,115,9881,,,1523632310,7124
2006496,116,9881,2016,,1523632317,7124
2006499,117,9881,2,,1523632321,7124
2006501,118,9881,Merrick,,1523632326,7124
2006506,119,9881,Monthly heartworm and flea/tick prevention,,1523632345,7124
2006508,120,9881,0|1|5,,1523632354,7124
2006509,186,9881,0,,1523632366,7124
2006510,187,9881,wheat,,1523632374,7124
2006511,188,9881,5,,1523632392,7124
2006512,189,9881,,,1523632395,7124
2006513,190,9881,0,,1523632399,7124
2006515,191,9881,2,,1523632407,7124
2006516,192,9881,1,,1523632411,7124
2006517,193,9881,0,,1523632414,7124
2006518,194,9881,1,,1523632424,7124
2006519,195,9881,3,,1523632427,7124
2006522,121,9881,2,,1523632444,7124
2006524,122,9881,0|4|5,,1523632453,7124
2006525,123,9881,4,,1523632463,7124
2006526,124,9881,0,,1523632467,7124
2006527,125,9881,2,,1523632478,7124
2006528,126,9881,0,,1523632483,7124
2006529,127,9881,1,,1523632492,7124
2006530,128,9881,1,,1523632497,7124
2006531,1,9881,0,,1523632509,7124
2006532,2,9881,0,,1523632512,7124
2006533,3,9881,4,,1523632516,7124
2006534,4,9881,0,,1523632524,7124
2006535,5,9881,3,,1523632528,7124
2006536,6,9881,2,,1523632530,7124
2006537,7,9881,4,,1523632535,7124
2006538,8,9881,1,,1523632541,7124
2006539,9,9881,4,,1523632547,7124
2006540,10,9881,1,,1523632551,7124
2006541,11,9881,1,,1523632566,7124
2006542,12,9881,4,,1523632570,7124
2006543,13,9881,1,,1523632575,7124
2006544,14,9881,4,,1523632579,7124
2006545,15,9881,2,,1523632582,7124
2006546,16,9881,3,,1523632586,7124
2006547,17,9881,1,,1523632591,7124
2006548,18,9881,1,,1523632595,7124
2006549,19,9881,0,,1523632600,7124
2006551,20,9881,2,,1523632605,7124
2006554,21,9881,0,,1523632619,7124
2006556,22,9881,0,,1523632624,7124
2006558,23,9881,0,,1523632629,7124
2006560,24,9881,1,,1523632634,7124
2006561,25,9881,1,,1523632637,7124
2006562,26,9881,1,,1523632641,7124
2006563,27,9881,4,,1523632644,7124
2006564,28,9881,2,,1523632647,7124
2006565,29,9881,1,,1523632654,7124
2006567,30,9881,0,,1523632658,7124
2006570,31,9881,3,,1523632667,7124
2006571,32,9881,4,,1523632672,7124
2006573,33,9881,3,,1523632676,7124
2006574,34,9881,2,,1523632680,7124
2006575,35,9881,0,,1523632685,7124
2006576,36,9881,0,,1523632689,7124
2006577,37,9881,1,,1523632695,7124
2006578,38,9881,0,,1523632698,7124
2006579,39,9881,1,,1523632702,7124
2006580,40,9881,0,,1523632705,7124
2006581,41,9881,4,,1523632716,7124
2006582,42,9881,1,,1523632722,7124
2006583,43,9881,0,,1523632726,7124
2006584,44,9881,4,,1523632732,7124
2006585,45,9881,0,,1523632735,7124
2006586,46,9881,4,,1523632740,7124
2006587,47,9881,3,,1523632761,7124
2006588,48,9881,3,,1523632777,7124
2006589,49,9881,0,,1523632780,7124
2006591,50,9881,0,,1523632785,7124
2006594,51,9881,2,,1523632798,7124
2006595,52,9881,1,,1523632802,7124
2006597,53,9881,0,,1523632807,7124
2006600,54,9881,1,,1523632812,7124
2006601,55,9881,0,,1523632816,7124
2006602,56,9881,1,,1523632821,7124
2006603,57,9881,0,,1523632824,7124
2006604,58,9881,1,,1523632828,7124
2006605,59,9881,2,,1523632832,7124
2006606,60,9881,4,,1523632839,7124
2006608,61,9881,1,,1523632851,7124
2006611,62,9881,1,,1523632856,7124
2006612,63,9881,0,,1523632860,7124
2006614,64,9881,2,,1523632864,7124
2006615,65,9881,0,,1523632868,7124
2006616,66,9881,3,,1523632871,7124
2006617,67,9881,0,,1523632875,7124
2006618,68,9881,0,,1523632879,7124
2006619,69,9881,0,,1523632884,7124
2006621,70,9881,1,,1523632887,7124
2006625,71,9881,3,,1523632901,7124
2006627,72,9881,1,,1523632904,7124
2006629,73,9881,4,,1523632907,7124
2006630,74,9881,4,,1523632910,7124
2006631,75,9881,0,,1523632913,7124
2006632,76,9881,0,,1523632917,7124
2006634,77,9881,4,,1523632920,7124
2006635,78,9881,4,,1523632924,7124
2006637,79,9881,3,,1523632931,7124
2006639,80,9881,4,,1523632934,7124
2006640,81,9881,1,,1523632946,7124
2006641,82,9881,1,,1523632956,7124
2006643,83,9881,1,,1523632963,7124
2006644,84,9881,4,,1523632965,7124
2006647,85,9881,4,,1523632969,7124
2006650,86,9881,3,,1523632974,7124
2006651,87,9881,4,,1523632978,7124
2006654,88,9881,1,,1523632984,7124
2006655,89,9881,2,,1523632989,7124
2006657,90,9881,3,,1523632993,7124
2006662,91,9881,3,,1523633011,7124
2006664,92,9881,2,,1523633014,7124
2006667,93,9881,4,,1523633020,7124
2006669,94,9881,4,,1523633024,7124
2006671,95,9881,0,,1523633028,7124
2006672,96,9881,2,,1523633033,7124
2006674,97,9881,4,,1523633037,7124
2006676,98,9881,2,,1523633042,7124
2006678,99,9881,1,,1523633047,7124
2006679,100,9881,2,,1523633050,7124
2006682,101,9881,4,,1523633063,7124
2006684,102,9881,0,,1523633067,7124
2006687,103,9881,4,,1523633070,7124
2006689,104,9881,4,,1523633074,7124
2006691,105,9881,4,,1523633078,7124
2006692,106,9881,0,,1523633081,7124
2006693,107,9881,0,,1523633084,7124
2006694,108,9881,2,,1523633093,7124
2006695,109,9881,3,,1523633100,7124
2006696,110,9881,0,,1523633101,7124
2006697,110,9881,0,,1523633102,7124
2006698,144,9881,1,,1523633124,7124
2006699,145,9881,1,,1523633132,7124
2006700,146,9881,0,,1523633138,7124
2006701,147,9881,0,,1523633142,7124
2006702,148,9881,1,,1523633147,7124
2006703,149,9881,0,,1523633157,7124
2006704,150,9881,0,,1523633161,7124
2006705,151,9881,0,,1523633165,7124
2006706,152,9881,0,,1523633171,7124
2006707,153,9881,2,,1523633177,7124
2006708,154,9881,2,,1523633183,7124
2006709,155,9881,0,,1523633190,7124
2006710,165,9881,0,,1523633202,7124
2006711,166,9881,0,,1523633205,7124
2006712,167,9881,4,,1523633210,7124
2006713,168,9881,0,,1523633213,7124
2006714,169,9881,1,,1523633216,7124
2006715,170,9881,3,,1523633221,7124
2006716,171,9881,2,,1523633228,7124
2006717,172,9881,4,,1523633235,7124
2006719,173,9881,0,,1523633240,7124
2006720,174,9881,2,,1523633248,7124
2006722,175,9881,3,,1523633254,7124
2006725,206,9881,4,,1523633266,7124
2006727,207,9881,3,,1523633271,7124
2006729,208,9881,3,,1523633275,7124
2006731,209,9881,1,,1523633280,7124
2006733,210,9881,4,,1523633285,7124
2006734,211,9881,1,,1523633290,7124
2006735,212,9881,3,,1523633294,7124
2006737,213,9881,2,,1523633299,7124
2006739,214,9881,3,,1523633302,7124
2006740,215,9881,2,,1523633307,7124
2006741,216,9881,3,,1523633311,7124
2006746,217,9881,3,,1523633323,7124
2006748,218,9881,0,,1523633327,7124
2006750,219,9881,0,,1523633336,7124
2006753,220,9881,0,,1523633342,7124
2006756,221,9881,0,,1523633347,7124
2006757,222,9881,3,,1523633350,7124
2006760,223,9881,1,,1523633354,7124
2006762,224,9881,3,,1523633358,7124
2006764,225,9881,2,,1523633364,7124
2006765,226,9881,3,,1523633367,7124
2006768,227,9881,3,,1523633375,7124
2006771,228,9881,3,,1523633383,7124
2006776,229,9881,1,,1523633397,7124
2006777,230,9881,2,,1523633398,7124
2006780,231,9881,1,,1523633403,7124
2006781,232,9881,2,,1523633406,7124
2006782,233,9881,0,,1523633410,7124
2006785,234,9881,1,,1523633415,7124
2006788,235,9881,0,,1523633421,7124
2006790,236,9881,2,,1523633426,7124
2006792,237,9881,0,,1523633429,7124
2006795,238,9881,0,,1523633434,7124
2006798,239,9881,0,,1523633439,7124
2006799,240,9881,2,,1523633443,7124
2009637,186,2131,0,,1523813806,1543
2009638,187,2131,Meat,,1523813814,1543
2009639,188,2131,5,,1523813820,1543
2009640,189,2131,"Dashiell - dog, English shepherd - 2016",,1523813837,1543
2009641,190,2131,0,,1523813841,1543
2009642,191,2131,0,,1523813845,1543
2009643,192,2131,0,,1523813848,1543
2009644,193,2131,0,,1523813851,1543
2009645,194,2131,2,,1523813855,1543
2009646,195,2131,2,,1523813862,1543
2209947,1,12129,1,,1528406717,1543
2209948,2,12129,1,,1528406723,1543
2209949,3,12129,4,,1528406728,1543
2209950,4,12129,3,,1528406731,1543
2209951,5,12129,2,,1528406737,1543
2209952,6,12129,3,,1528406740,1543
2209953,7,12129,4,,1528406744,1543
2209954,8,12129,1,,1528406748,1543
2209955,9,12129,4,,1528406752,1543
2209956,10,12129,4,,1528406755,1543
2237850,144,2131,0,NA,1532030893,1543
2237851,145,2131,0,NA,1532030898,1543
2237852,146,2131,0,NA,1532030902,1543
2237853,147,2131,0,NA,1532030906,1543
2237854,148,2131,1,NA,1532030915,1543
2237855,149,2131,0,NA,1532030919,1543
2237856,150,2131,0,NA,1532030923,1543
2237857,151,2131,0,NA,1532030927,1543
2237858,152,2131,0,NA,1532030931,1543
2237859,153,2131,2,NA,1532030944,1543
2237860,154,2131,2,NA,1532030949,1543
2237861,155,2131,0,NA,1532030953,1543
2273599,165,2131,4,NA,1534450534,1543
2273600,166,2131,4,NA,1534450537,1543
2273601,167,2131,0,NA,1534450542,1543
2273602,168,2131,1,NA,1534450551,1543
2273603,169,2131,4,NA,1534450555,1543
2273604,170,2131,0,NA,1534450559,1543
2273605,171,2131,0,NA,1534450563,1543
2273606,172,2131,1,NA,1534450567,1543
2273607,173,2131,2,NA,1534450574,1543
2273608,174,2131,0,NA,1534450583,1543
2273609,175,2131,2,NA,1534450594,1543
2273610,206,2131,3,NA,1534450617,1543
2273611,207,2131,3,NA,1534450622,1543
2273612,208,2131,3,NA,1534450626,1543
2273613,209,2131,2,NA,1534450630,1543
2273614,210,2131,3,NA,1534450635,1543
2273615,211,2131,1,NA,1534450641,1543
2273616,212,2131,4,NA,1534450645,1543
2273617,213,2131,3,NA,1534450649,1543
2273618,214,2131,0,NA,1534450653,1543
2273619,215,2131,3,NA,1534450656,1543
2273620,216,2131,2,NA,1534450661,1543
2273621,217,2131,2,NA,1534450688,1543
